time (s) - Measured	Pitch (deg) - Measured
1.475	4.04297
1.48	4.21875
1.485	4.30664
1.49	4.30664
1.495	4.39453
1.5	4.48242
1.505	4.57031
1.51	4.74609
1.515	4.83398
1.52	5.09766
1.525	5.18555
1.53	5.27344
1.535	5.625
1.54	5.625
1.545	5.80078
1.55	5.97656
1.555	6.15234
1.56	6.41602
1.565	6.50391
1.57	6.85547
1.575	6.94336
1.58	7.03125
1.585	7.38281
1.59	7.38281
1.595	7.55859
1.6	7.82227
1.605	7.91016
1.61	7.99805
1.615	8.26172
1.62	8.34961
1.625	8.4375
1.63	8.61328
1.635	8.70117
1.64	8.78906
1.645	9.05273
1.65	9.14063
1.655	9.31641
1.66	9.4043
1.665	9.4043
1.67	9.49219
1.675	9.58008
1.68	9.66797
1.685	9.75586
1.69	9.84375
1.695	9.93164
1.7	10.0195
1.705	10.1074
1.71	10.1074
1.715	10.1953
1.72	10.2832
1.725	10.2832
1.73	10.3711
1.735	10.3711
1.74	10.459
1.745	10.459
1.75	10.459
1.755	10.459
1.76	10.5469
1.765	10.5469
1.77	10.5469
1.775	10.6348
1.78	10.6348
1.785	10.6348
1.79	10.6348
1.795	10.6348
1.8	10.6348
1.805	10.6348
1.81	10.6348
1.815	10.6348
1.82	10.6348
1.825	10.6348
1.83	10.5469
1.835	10.5469
1.84	10.5469
1.845	10.5469
1.85	10.5469
1.855	10.5469
1.86	10.5469
1.865	10.5469
1.87	10.5469
1.875	10.459
1.88	10.459
1.885	10.459
1.89	10.459
1.895	10.459
1.9	10.3711
1.905	10.3711
1.91	10.3711
1.915	10.3711
1.92	10.3711
1.925	10.3711
1.93	10.3711
1.935	10.3711
1.94	10.3711
1.945	10.3711
1.95	10.2832
1.955	10.2832
1.96	10.2832
1.965	10.2832
1.97	10.2832
1.975	10.1953
1.98	10.1953
1.985	10.1953
1.99	10.1953
1.995	10.1953
2	10.1953
2.005	10.1953
2.01	10.1953
2.015	10.1953
2.02	10.1953
2.025	10.1074
2.03	10.1074
2.035	10.1074
2.04	10.1953
2.045	10.1953
2.05	10.1953
2.055	10.1953
2.06	10.1953
2.065	10.1953
2.07	10.1953
2.075	10.1953
2.08	10.1953
2.085	10.1953
2.09	10.1953
2.095	10.1953
2.1	10.1953
2.105	10.1953
2.11	10.1953
2.115	10.2832
2.12	10.2832
2.125	10.2832
2.13	10.2832
2.135	10.2832
2.14	10.2832
2.145	10.2832
2.15	10.2832
2.155	10.3711
2.16	10.3711
2.165	10.3711
2.17	10.3711
2.175	10.3711
2.18	10.3711
2.185	10.3711
2.19	10.3711
2.195	10.3711
2.2	10.3711
2.205	10.459
2.21	10.459
2.215	10.459
2.22	10.459
2.225	10.459
2.23	10.459
2.235	10.459
2.24	10.459
2.245	10.459
2.25	10.459
2.255	10.459
2.26	10.459
2.265	10.459
2.27	10.5469
2.275	10.5469
2.28	10.5469
2.285	10.5469
2.29	10.5469
2.295	10.5469
2.3	10.5469
2.305	10.5469
2.31	10.5469
2.315	10.5469
2.32	10.5469
2.325	10.5469
2.33	10.5469
2.335	10.5469
2.34	10.5469
2.345	10.5469
2.35	10.5469
2.355	10.5469
2.36	10.5469
2.365	10.5469
2.37	10.5469
2.375	10.5469
2.38	10.459
2.385	10.459
2.39	10.459
2.395	10.459
2.4	10.459
2.405	10.459
2.41	10.459
2.415	10.459
2.42	10.459
2.425	10.3711
2.43	10.459
2.435	10.459
2.44	10.3711
2.445	10.3711
2.45	10.459
2.455	10.3711
2.46	10.3711
2.465	10.3711
2.47	10.3711
2.475	10.3711
2.48	10.3711
2.485	10.2832
2.49	10.2832
2.495	10.2832
2.5	10.2832
2.505	10.1953
2.51	10.1953
2.515	10.1953
2.52	10.1953
2.525	10.1953
2.53	10.1953
2.535	10.1953
2.54	10.1953
2.545	10.1953
2.55	10.1074
2.555	10.1074
2.56	10.1074
2.565	10.0195
2.57	10.0195
2.575	10.0195
2.58	10.0195
2.585	10.0195
2.59	9.93164
2.595	9.93164
2.6	9.93164
2.605	9.93164
2.61	9.93164
2.615	9.93164
2.62	9.93164
2.625	9.84375
2.63	9.84375
2.635	9.84375
2.64	9.84375
2.645	9.84375
2.65	9.75586
2.655	9.75586
2.66	9.75586
2.665	9.75586
2.67	9.75586
2.675	9.75586
2.68	9.66797
2.685	9.66797
2.69	9.66797
2.695	9.66797
2.7	9.66797
2.705	9.66797
2.71	9.66797
2.715	9.66797
2.72	9.66797
2.725	9.66797
2.73	9.66797
2.735	9.66797
2.74	9.66797
2.745	9.58008
2.75	9.58008
2.755	9.49219
2.76	9.49219
2.765	9.49219
2.77	9.49219
2.775	9.49219
2.78	9.49219
2.785	9.49219
2.79	9.49219
2.795	9.49219
2.8	9.49219
2.805	9.49219
2.81	9.49219
2.815	9.49219
2.82	9.49219
2.825	9.4043
2.83	9.49219
2.835	9.4043
2.84	9.4043
2.845	9.4043
2.85	9.4043
2.855	9.31641
2.86	9.31641
2.865	9.31641
2.87	9.31641
2.875	9.31641
2.88	9.31641
2.885	9.31641
2.89	9.31641
2.895	9.31641
2.9	9.31641
2.905	9.31641
2.91	9.31641
2.915	9.31641
2.92	9.31641
2.925	9.31641
2.93	9.22852
2.935	9.22852
2.94	9.22852
2.945	9.22852
2.95	9.22852
2.955	9.22852
2.96	9.22852
2.965	9.22852
2.97	9.22852
2.975	9.14063
2.98	9.14063
2.985	9.14063
2.99	9.14063
2.995	9.14063
3	9.14063
3.005	9.14063
3.01	9.14063
3.015	9.14063
3.02	9.05273
3.025	9.05273
3.03	9.05273
3.035	9.05273
3.04	9.05273
3.045	9.05273
3.05	9.05273
3.055	9.05273
3.06	8.96484
3.065	8.96484
3.07	8.96484
3.075	8.96484
3.08	8.96484
3.085	8.96484
3.09	8.96484
3.095	8.96484
3.1	8.96484
3.105	8.96484
3.11	8.96484
3.115	8.87695
3.12	8.87695
3.125	8.87695
3.13	8.87695
3.135	8.87695
3.14	8.87695
3.145	8.78906
3.15	8.78906
3.155	8.78906
3.16	8.78906
3.165	8.78906
3.17	8.78906
3.175	8.78906
3.18	8.78906
3.185	8.78906
3.19	8.70117
3.195	8.70117
3.2	8.70117
3.205	8.70117
3.21	8.70117
3.215	8.70117
3.22	8.61328
3.225	8.61328
3.23	8.61328
3.235	8.61328
3.24	8.52539
3.245	8.52539
3.25	8.52539
3.255	8.52539
3.26	8.52539
3.265	8.52539
3.27	8.4375
3.275	8.4375
3.28	8.4375
3.285	8.4375
3.29	8.4375
3.295	8.4375
3.3	8.4375
3.305	8.4375
3.31	8.4375
3.315	8.34961
3.32	8.34961
3.325	8.34961
3.33	8.34961
3.335	8.34961
3.34	8.34961
3.345	8.34961
3.35	8.26172
3.355	8.26172
3.36	8.26172
3.365	8.26172
3.37	8.26172
3.375	8.26172
3.38	8.17383
3.385	8.17383
3.39	8.17383
3.395	8.17383
3.4	8.17383
3.405	8.17383
3.41	8.17383
3.415	8.17383
3.42	8.17383
3.425	8.17383
3.43	8.08594
3.435	8.08594
3.44	8.08594
3.445	8.08594
3.45	8.08594
3.455	8.08594
3.46	8.08594
3.465	8.08594
3.47	8.08594
3.475	8.08594
3.48	7.99805
3.485	7.99805
3.49	7.99805
3.495	7.99805
3.5	7.99805
3.505	7.99805
3.51	7.99805
3.515	7.99805
3.52	7.99805
3.525	7.99805
3.53	7.99805
3.535	7.99805
3.54	7.91016
3.545	7.91016
3.55	7.91016
3.555	7.91016
3.56	7.91016
3.565	7.91016
3.57	7.91016
3.575	7.91016
3.58	7.91016
3.585	7.91016
3.59	7.91016
3.595	7.91016
3.6	7.91016
3.605	7.91016
3.61	7.91016
3.615	7.91016
3.62	7.82227
3.625	7.82227
3.63	7.91016
3.635	7.82227
3.64	7.82227
3.645	7.82227
3.65	7.82227
3.655	7.82227
3.66	7.82227
3.665	7.82227
3.67	7.82227
3.675	7.82227
3.68	7.82227
3.685	7.73437
3.69	7.73437
3.695	7.73437
3.7	7.73437
3.705	7.73437
3.71	7.73437
3.715	7.73437
3.72	7.73437
3.725	7.73437
3.73	7.73437
3.735	7.73437
3.74	7.73437
3.745	7.73437
3.75	7.73437
3.755	7.73437
3.76	7.73437
3.765	7.73437
3.77	7.73437
3.775	7.73437
3.78	7.73437
3.785	7.73437
3.79	7.73437
3.795	7.73437
3.8	7.73437
3.805	7.73437
3.81	7.64648
3.815	7.64648
3.82	7.64648
3.825	7.64648
3.83	7.64648
3.835	7.64648
3.84	7.64648
3.845	7.73437
3.85	7.73437
3.855	7.64648
3.86	7.64648
3.865	7.73437
3.87	7.64648
3.875	7.64648
3.88	7.73437
3.885	7.73437
3.89	7.64648
3.895	7.64648
3.9	7.64648
3.905	7.64648
3.91	7.64648
3.915	7.64648
3.92	7.64648
3.925	7.64648
3.93	7.64648
3.935	7.64648
3.94	7.64648
3.945	7.64648
3.95	7.64648
3.955	7.64648
3.96	7.64648
3.965	7.64648
3.97	7.64648
3.975	7.64648
3.98	7.73437
3.985	7.73437
3.99	7.73437
3.995	7.73437
4	7.73437
4.005	7.73437
4.01	7.73437
4.015	7.73437
4.02	7.73437
4.025	7.73437
4.03	7.73437
4.035	7.73437
4.04	7.73437
4.045	7.73437
4.05	7.73437
4.055	7.73437
4.06	7.73437
4.065	7.73437
4.07	7.73437
4.075	7.73437
4.08	7.73437
4.085	7.73437
4.09	7.73437
4.095	7.73437
4.1	7.82227
4.105	7.82227
4.11	7.82227
4.115	7.82227
4.12	7.82227
4.125	7.82227
4.13	7.82227
4.135	7.82227
4.14	7.82227
4.145	7.82227
4.15	7.82227
4.155	7.82227
4.16	7.82227
4.165	7.82227
4.17	7.82227
4.175	7.82227
4.18	7.82227
4.185	7.82227
4.19	7.82227
4.195	7.91016
4.2	7.91016
4.205	7.82227
4.21	7.91016
4.215	7.91016
4.22	7.91016
4.225	7.91016
4.23	7.91016
4.235	7.91016
4.24	7.91016
4.245	7.91016
4.25	7.91016
4.255	7.91016
4.26	7.91016
4.265	7.91016
4.27	7.91016
4.275	7.91016
4.28	7.91016
4.285	7.91016
4.29	7.91016
4.295	7.91016
4.3	7.91016
4.305	7.91016
4.31	7.91016
4.315	7.91016
4.32	7.91016
4.325	7.91016
4.33	7.91016
4.335	7.91016
4.34	7.91016
4.345	7.91016
4.35	7.91016
4.355	7.91016
4.36	7.91016
4.365	7.91016
4.37	7.91016
4.375	7.91016
4.38	7.91016
4.385	7.91016
4.39	7.91016
4.395	7.91016
4.4	7.91016
4.405	7.91016
4.41	7.91016
4.415	7.91016
4.42	7.91016
4.425	7.91016
4.43	7.91016
4.435	7.91016
4.44	7.91016
4.445	7.91016
4.45	7.91016
4.455	7.91016
4.46	7.91016
4.465	7.91016
4.47	7.91016
4.475	7.91016
4.48	7.91016
4.485	7.91016
4.49	7.91016
4.495	7.91016
4.5	7.91016
4.505	7.91016
4.51	7.91016
4.515	7.91016
4.52	7.91016
4.525	7.91016
4.53	7.91016
4.535	7.91016
4.54	7.91016
4.545	7.91016
4.55	7.91016
4.555	7.91016
4.56	7.91016
4.565	7.91016
4.57	7.91016
4.575	7.91016
4.58	7.91016
4.585	7.91016
4.59	7.91016
4.595	7.91016
4.6	7.91016
4.605	7.91016
4.61	7.91016
4.615	7.91016
4.62	7.91016
4.625	7.91016
4.63	7.91016
4.635	7.91016
4.64	7.99805
4.645	7.99805
4.65	7.91016
4.655	7.91016
4.66	7.91016
4.665	7.91016
4.67	7.91016
4.675	7.91016
4.68	7.91016
4.685	7.91016
4.69	7.91016
4.695	7.91016
4.7	7.91016
4.705	7.91016
4.71	7.99805
4.715	7.99805
4.72	7.99805
4.725	7.99805
4.73	7.99805
4.735	7.99805
4.74	7.99805
4.745	7.99805
4.75	7.99805
4.755	7.99805
4.76	7.99805
4.765	7.99805
4.77	7.99805
4.775	7.99805
4.78	7.99805
4.785	7.99805
4.79	7.99805
4.795	7.99805
4.8	7.99805
4.805	7.99805
4.81	7.99805
4.815	7.99805
4.82	7.99805
4.825	7.99805
4.83	7.99805
4.835	7.99805
4.84	7.99805
4.845	7.99805
4.85	7.99805
4.855	7.99805
4.86	7.99805
4.865	7.99805
4.87	7.99805
4.875	7.99805
4.88	7.99805
4.885	7.99805
4.89	7.99805
4.895	7.99805
4.9	7.99805
4.905	7.99805
4.91	7.99805
4.915	7.99805
4.92	7.99805
4.925	7.99805
4.93	7.99805
4.935	7.99805
4.94	7.99805
4.945	7.99805
4.95	7.99805
4.955	7.99805
4.96	7.99805
4.965	7.99805
4.97	7.99805
4.975	7.99805
4.98	7.99805
4.985	7.99805
4.99	7.99805
4.995	7.99805
5	7.99805
5.005	7.99805
5.01	7.99805
5.015	7.99805
5.02	7.99805
5.025	7.91016
5.03	7.91016
5.035	7.99805
5.04	7.91016
5.045	7.91016
5.05	7.99805
5.055	7.99805
5.06	7.99805
5.065	7.99805
5.07	7.99805
5.075	7.99805
5.08	7.99805
5.085	7.99805
5.09	7.99805
5.095	7.99805
5.1	7.99805
5.105	7.99805
5.11	7.99805
5.115	7.91016
5.12	7.91016
5.125	7.99805
5.13	7.91016
5.135	7.99805
5.14	7.91016
5.145	7.99805
5.15	7.91016
5.155	7.91016
5.16	7.91016
5.165	7.91016
5.17	7.91016
5.175	7.91016
5.18	7.91016
5.185	7.91016
5.19	7.91016
5.195	7.91016
5.2	7.91016
5.205	7.91016
5.21	7.91016
5.215	7.91016
5.22	7.91016
5.225	7.82227
5.23	7.82227
5.235	7.82227
5.24	7.82227
5.245	7.73437
5.25	7.73437
5.255	7.73437
5.26	7.64648
5.265	7.73437
5.27	7.64648
5.275	7.64648
5.28	7.64648
5.285	7.55859
5.29	7.55859
5.295	7.4707
5.3	7.4707
5.305	7.4707
5.31	7.38281
5.315	7.4707
5.32	7.4707
5.325	7.38281
5.33	7.4707
5.335	7.38281
5.34	7.38281
5.345	7.38281
5.35	7.38281
5.355	7.38281
5.36	7.29492
5.365	7.20703
5.37	7.29492
5.375	7.20703
5.38	7.20703
5.385	7.20703
5.39	7.29492
5.395	7.29492
5.4	7.20703
5.405	7.29492
5.41	7.29492
5.415	7.29492
5.42	7.29492
5.425	7.29492
5.43	7.38281
5.435	7.29492
5.44	7.29492
5.445	7.29492
5.45	7.29492
5.455	7.29492
5.46	7.29492
5.465	7.29492
5.47	7.29492
5.475	7.29492
5.48	7.29492
5.485	7.29492
5.49	7.38281
5.495	7.38281
5.5	7.38281
5.505	7.38281
5.51	7.38281
5.515	7.38281
5.52	7.38281
5.525	7.38281
5.53	7.29492
5.535	7.29492
5.54	7.20703
5.545	7.20703
5.55	7.20703
5.555	7.20703
5.56	7.20703
5.565	7.20703
5.57	7.20703
5.575	7.29492
5.58	7.20703
5.585	7.20703
5.59	7.20703
5.595	7.03125
5.6	7.03125
5.605	6.94336
5.61	6.94336
5.615	6.94336
5.62	6.94336
5.625	6.85547
5.63	6.85547
5.635	6.85547
5.64	6.76758
5.645	6.76758
5.65	6.76758
5.655	6.5918
5.66	6.5918
5.665	6.50391
5.67	6.41602
5.675	6.41602
5.68	6.41602
5.685	6.32812
5.69	6.32812
5.695	6.32812
5.7	6.24023
5.705	6.15234
5.71	6.15234
5.715	6.06445
5.72	5.88867
5.725	5.88867
5.73	5.80078
5.735	5.71289
5.74	5.71289
5.745	5.71289
5.75	5.625
5.755	5.625
5.76	5.53711
5.765	5.53711
5.77	5.44922
5.775	5.36133
5.78	5.36133
5.785	5.27344
5.79	5.27344
5.795	5.18555
5.8	5.27344
5.805	5.18555
5.81	5.18555
5.815	5.18555
5.82	5.18555
5.825	5.09766
5.83	5.09766
5.835	5.09766
5.84	4.92188
5.845	5.00977
5.85	4.92188
5.855	4.92188
5.86	4.92188
5.865	5.00977
5.87	5.00977
5.875	5.00977
5.88	5.00977
5.885	5.09766
5.89	5.09766
5.895	5.09766
5.9	5.09766
5.905	5.09766
5.91	5.09766
5.915	5.09766
5.92	5.09766
5.925	5.09766
5.93	5.09766
5.935	5.18555
5.94	5.27344
5.945	5.27344
5.95	5.36133
5.955	5.36133
5.96	5.36133
5.965	5.44922
5.97	5.53711
5.975	5.53711
5.98	5.625
5.985	5.71289
5.99	5.71289
5.995	5.80078
6	5.88867
6.005	5.88867
6.01	5.97656
6.015	6.06445
6.02	6.06445
6.025	6.15234
6.03	6.24023
6.035	6.24023
6.04	6.41602
6.045	6.50391
6.05	6.50391
6.055	6.67969
6.06	6.67969
6.065	6.76758
6.07	6.94336
6.075	7.03125
6.08	7.11914
6.085	7.11914
6.09	7.20703
6.095	7.29492
6.1	7.38281
6.105	7.38281
6.11	7.4707
6.115	7.64648
6.12	7.64648
6.125	7.73437
6.13	7.82227
6.135	7.82227
6.14	7.91016
6.145	7.99805
6.15	8.08594
6.155	8.08594
6.16	8.26172
6.165	8.26172
6.17	8.4375
6.175	8.52539
6.18	8.61328
6.185	8.61328
6.19	8.70117
6.195	8.70117
6.2	8.78906
6.205	8.78906
6.21	8.87695
6.215	8.87695
6.22	8.96484
6.225	8.96484
6.23	9.05273
6.235	9.05273
6.24	9.14063
6.245	9.14063
6.25	9.14063
6.255	9.22852
6.26	9.22852
6.265	9.31641
6.27	9.31641
6.275	9.31641
6.28	9.31641
6.285	9.31641
6.29	9.31641
6.295	9.4043
6.3	9.4043
6.305	9.4043
6.31	9.4043
6.315	9.4043
6.32	9.4043
6.325	9.4043
6.33	9.4043
6.335	9.4043
6.34	9.4043
6.345	9.4043
6.35	9.4043
6.355	9.4043
6.36	9.4043
6.365	9.4043
6.37	9.4043
6.375	9.4043
6.38	9.4043
6.385	9.4043
6.39	9.4043
6.395	9.4043
6.4	9.4043
6.405	9.31641
6.41	9.31641
6.415	9.31641
6.42	9.31641
6.425	9.31641
6.43	9.31641
6.435	9.31641
6.44	9.31641
6.445	9.31641
6.45	9.31641
6.455	9.22852
6.46	9.22852
6.465	9.22852
6.47	9.22852
6.475	9.22852
6.48	9.22852
6.485	9.22852
6.49	9.14063
6.495	9.14063
6.5	9.14063
6.505	9.14063
6.51	9.14063
6.515	9.14063
6.52	9.14063
6.525	9.14063
6.53	9.05273
6.535	9.05273
6.54	9.05273
6.545	9.05273
6.55	9.05273
6.555	9.05273
6.56	9.05273
6.565	9.05273
6.57	9.05273
6.575	9.05273
6.58	9.05273
6.585	9.05273
6.59	9.05273
6.595	9.05273
6.6	9.05273
6.605	9.05273
6.61	9.05273
6.615	9.05273
6.62	9.05273
6.625	9.05273
6.63	9.05273
6.635	9.05273
6.64	9.05273
6.645	9.05273
6.65	9.14063
6.655	9.14063
6.66	9.14063
6.665	9.14063
6.67	9.14063
6.675	9.14063
6.68	9.14063
6.685	9.14063
6.69	9.22852
6.695	9.22852
6.7	9.14063
6.705	9.22852
6.71	9.22852
6.715	9.22852
6.72	9.22852
6.725	9.22852
6.73	9.22852
6.735	9.22852
6.74	9.22852
6.745	9.22852
6.75	9.22852
6.755	9.31641
6.76	9.31641
6.765	9.31641
6.77	9.31641
6.775	9.31641
6.78	9.31641
6.785	9.31641
6.79	9.31641
6.795	9.31641
6.8	9.31641
6.805	9.31641
6.81	9.31641
6.815	9.31641
6.82	9.31641
6.825	9.31641
6.83	9.31641
6.835	9.31641
6.84	9.31641
6.845	9.31641
6.85	9.4043
6.855	9.4043
6.86	9.4043
6.865	9.4043
6.87	9.4043
6.875	9.4043
6.88	9.4043
6.885	9.4043
6.89	9.4043
6.895	9.4043
6.9	9.4043
6.905	9.4043
6.91	9.4043
6.915	9.4043
6.92	9.4043
6.925	9.4043
6.93	9.4043
6.935	9.31641
6.94	9.31641
6.945	9.31641
6.95	9.31641
6.955	9.31641
6.96	9.31641
6.965	9.31641
6.97	9.31641
6.975	9.31641
6.98	9.31641
6.985	9.31641
6.99	9.31641
6.995	9.22852
7	9.22852
7.005	9.22852
7.01	9.22852
7.015	9.22852
7.02	9.22852
7.025	9.22852
7.03	9.22852
7.035	9.22852
7.04	9.22852
7.045	9.22852
7.05	9.14063
7.055	9.14063
7.06	9.14063
7.065	9.14063
7.07	9.14063
7.075	9.14063
7.08	9.14063
7.085	9.14063
7.09	9.05273
7.095	9.05273
7.1	9.05273
7.105	9.05273
7.11	9.05273
7.115	9.05273
7.12	8.96484
7.125	8.96484
7.13	8.96484
7.135	8.96484
7.14	8.96484
7.145	8.96484
7.15	8.96484
7.155	8.96484
7.16	8.87695
7.165	8.87695
7.17	8.87695
7.175	8.87695
7.18	8.87695
7.185	8.87695
7.19	8.87695
7.195	8.78906
7.2	8.78906
7.205	8.78906
7.21	8.78906
7.215	8.78906
7.22	8.78906
7.225	8.78906
7.23	8.78906
7.235	8.78906
7.24	8.70117
7.245	8.70117
7.25	8.70117
7.255	8.70117
7.26	8.70117
7.265	8.70117
7.27	8.70117
7.275	8.70117
7.28	8.70117
7.285	8.61328
7.29	8.61328
7.295	8.61328
7.3	8.61328
7.305	8.61328
7.31	8.61328
7.315	8.61328
7.32	8.61328
7.325	8.61328
7.33	8.61328
7.335	8.61328
7.34	8.61328
7.345	8.61328
7.35	8.61328
7.355	8.52539
7.36	8.61328
7.365	8.52539
7.37	8.52539
7.375	8.52539
7.38	8.52539
7.385	8.52539
7.39	8.52539
7.395	8.52539
7.4	8.52539
7.405	8.52539
7.41	8.52539
7.415	8.52539
7.42	8.52539
7.425	8.4375
7.43	8.4375
7.435	8.4375
7.44	8.4375
7.445	8.4375
7.45	8.4375
7.455	8.4375
7.46	8.4375
7.465	8.4375
7.47	8.4375
7.475	8.4375
7.48	8.4375
7.485	8.4375
7.49	8.4375
7.495	8.4375
7.5	8.4375
7.505	8.4375
7.51	8.4375
7.515	8.4375
7.52	8.4375
7.525	8.4375
7.53	8.4375
7.535	8.4375
7.54	8.4375
7.545	8.34961
7.55	8.34961
7.555	8.34961
7.56	8.34961
7.565	8.34961
7.57	8.34961
7.575	8.34961
7.58	8.34961
7.585	8.34961
7.59	8.34961
7.595	8.34961
7.6	8.34961
7.605	8.34961
7.61	8.34961
7.615	8.34961
7.62	8.34961
7.625	8.26172
7.63	8.34961
7.635	8.26172
7.64	8.26172
7.645	8.26172
7.65	8.26172
7.655	8.26172
7.66	8.26172
7.665	8.26172
7.67	8.26172
7.675	8.26172
7.68	8.26172
7.685	8.26172
7.69	8.26172
7.695	8.26172
7.7	8.17383
7.705	8.17383
7.71	8.17383
7.715	8.17383
7.72	8.17383
7.725	8.17383
7.73	8.17383
7.735	8.08594
7.74	8.08594
7.745	8.08594
7.75	8.08594
7.755	8.08594
7.76	8.08594
